8A,ChangeInsulationRValueForExteriorWalls,r_value,0.04950165806637247,0.01919638070538981,0.050810203370311995,0.004389704375671665
8A,ChangeInsulationRValueForRoofs,r_value_roof,0.007123632386234144,0.007883447092309774,0.007414416795005254,0.0005986298859241924
8A,ChangeUValueandSHGCOfWindows,window_u_value_ip,-6.989198558397965e-05,0.0002932534060056246,1.5059942542127542e-05,1.292045888936382e-06
8A,ChangeUValueandSHGCOfWindows,window_shgc,-1.1060162213885495e-05,6.107318786283154e-05,3.6284235556974645e-07,3.273465641028736e-08
8A,ReplaceLightsInSpaceTypeWithLPD,lpd,0.7980821672393853,0.06901244475741625,0.7989158483415268,0.059608052231946596
8A,ChangeCOPforSingleSpeedDXCoolingUnits,cop,0.0002404725977722007,0.001211316928413546,0.0001866620215836493,1.6315001895601496e-05
8A,SetHeatingandCoolingSizingFactors,htg_sz_factor,1.3112350087704551e-05,0.00045295624033701675,2.8092338395463907e-05,2.2245729630011313e-06
8A,SetHeatingandCoolingSizingFactors,clg_sz_factor,0.0007913134479622427,0.0023277320210335437,0.0007229242772907838,7.195142622402464e-05
8A,SetWaterHeaterEfficiency,heater_thermal_efficiency,0.0001757437478584036,0.0008997726606218998,0.00010189439376256945,9.51379667343274e-06
8A,AddOverhangsByProjectionFactor,projection_factor,0.0013615907489564353,0.002431001619418281,0.0006968332695684412,5.64744142175653e-05
8A,ChangeOutdoorAir,design_spec_outdoor_air_per_area,0.0011260121246746179,0.004176258582635248,0.0019966423910514767,0.0001857954857262341
8A,ResizeExistingWindowsToMatchAGivenWWR,wwr,-2.6556535899480056e-05,0.00022799641717849022,6.521160020104697e-06,5.651001462507802e-07
8A,ChangeElectricEquipmentLoadsByPercentage,elecequip_power_change_percent,0.13785804157016995,0.0292162954223867,0.1394373144749108,0.012477899096005522
