3B,ChangeInsulationRValueForExteriorWalls,r_value,3.409060049158955e-05,0.0008540750975142357,0.00011877723832506567,1.0576425214853554e-05
3B,ChangeInsulationRValueForRoofs,r_value_roof,1.1295288098504303e-05,0.0004787334378124863,3.112288241181419e-05,2.8249446317297554e-06
3B,ChangeUValueandSHGCOfWindows,window_u_value_ip,-0.00010869300473668295,0.0010768677786940515,0.00014329318189205026,1.3598572710552652e-05
3B,ChangeUValueandSHGCOfWindows,window_shgc,0.0014661316465504675,0.002898763170306681,0.0008643210559418117,7.819618773588875e-05
3B,ReplaceLightsInSpaceTypeWithLPD,lpd,0.7933216651701226,0.067428317382135,0.792924545146496,0.0581918932715714
3B,ChangeCOPforSingleSpeedDXCoolingUnits,cop,0.0022126374694134577,0.003921316129481174,0.0020361209872187098,0.00017167391108275517
3B,SetHeatingandCoolingSizingFactors,htg_sz_factor,-1.0976485268921499e-06,1.923906389741866e-05,5.022087365899321e-08,4.764276952114196e-09
3B,SetHeatingandCoolingSizingFactors,clg_sz_factor,0.0004491185461445655,0.0015755929557184814,0.00036909672815450335,3.3849074211806155e-05
3B,SetWaterHeaterEfficiency,heater_thermal_efficiency,0.00044304695292887817,0.001546195121690127,0.0003217188485729773,2.765540569756572e-05
3B,AddOverhangsByProjectionFactor,projection_factor,0.005550896512154889,0.005345295278156024,0.0038320879383026245,0.0003226946066250115
3B,ChangeOutdoorAir,design_spec_outdoor_air_per_area,0.0002633185321450199,0.0006082885673740047,4.801587254666043e-05,4.095220567987011e-06
3B,ResizeExistingWindowsToMatchAGivenWWR,wwr,-3.7409406370771045e-05,0.0010090286873843026,0.00013008320655219104,1.063470509523428e-05
3B,ChangeElectricEquipmentLoadsByPercentage,elecequip_power_change_percent,0.1954640496842489,0.03468947072158955,0.1963384010872354,0.01714643300831458
